age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
39,Private,314007,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,1521,12246273,429,0,0,1560,-183851759,3454077,0,0,12560280,121,0,0,440,0,0,0,0,0,1600,,,
72,?,173427,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Cuba,<=50K,5184,12486744,648,0,0,2880,12153257,1560843,0,0,6937080,81,0,0,360,0,0,0,0,0,1600,,,
65,Private,207281,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States,<=50K,4225,13473265,650,0,0,1040,15740001,2072810,0,0,3316496,100,0,0,160,0,0,0,0,0,256,,,
53,Private,285621,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,2809,15137913,742,0,0,2120,-25022983,3998694,0,0,11424840,196,0,0,560,0,0,0,0,0,1600,,,
41,Private,113324,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,1681,4646284,369,0,0,1640,-42572912,1019916,0,0,4532960,81,0,0,360,0,0,0,0,0,1600,,,
40,Private,193995,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K,1600,7759800,360,0,0,1200,-1020645639,1745955,0,0,5819850,81,0,0,270,0,0,0,0,0,900,,,
59,Private,186385,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,3481,10996715,354,0,0,2360,379629857,1118310,0,0,7455400,36,0,0,240,0,0,0,0,0,1600,,,
36,Private,155537,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1296,5599332,324,0,0,1440,-1578045407,1399833,0,0,6221480,81,0,0,360,0,0,0,0,0,1600,,,
38,Private,219546,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1444,8342748,494,0,0,1520,955805860,2854098,0,0,8781840,169,0,0,520,0,0,0,0,0,1600,,,
35,Private,180342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1225,6311970,315,0,0,1400,-1836501404,1623078,0,0,7213680,81,0,0,360,0,0,0,0,0,1600,,,
41,Private,205153,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,1681,8411273,451,0,0,1640,-861919551,2256683,0,0,8206120,121,0,0,440,0,0,0,0,0,1600,,,
35,Self-emp-not-inc,462832,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,40,United-States,>50K,1225,16199120,315,0,0,1400,-534904576,4165488,0,0,18513280,81,0,0,360,0,0,0,0,0,1600,,,
61,?,166855,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K,3721,10178155,793,0,0,610,2070787249,2169115,0,0,1668550,169,0,0,130,0,0,0,0,0,100,,,
34,Self-emp-not-inc,140011,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,1156,4760374,510,0,0,1870,-1871756359,2100165,0,0,7700605,225,0,0,825,0,0,0,0,0,3025,,,
57,Self-emp-inc,33725,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,3249,1922325,741,0,0,2850,1137375625,438425,0,0,1686250,169,0,0,650,0,0,0,0,0,2500,,,
37,State-gov,24342,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K,1369,900654,370,0,0,1406,592532964,243420,0,0,924996,100,0,0,380,0,0,0,0,0,1444,,,
48,Private,105838,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,2304,5080224,624,0,0,2160,-1683219644,1375894,0,0,4762710,169,0,0,585,0,0,0,0,0,2025,,,
33,Private,96245,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,1089,3176085,396,0,0,1650,673165433,1154940,0,0,4812250,144,0,0,600,0,0,0,0,0,2500,,,
35,Self-emp-not-inc,216256,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1225,7568960,175,0,0,1750,-477982720,1081280,0,0,10812800,25,0,0,250,0,0,0,0,0,2500,,,
50,Private,30447,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,2500,1522350,550,0,0,2250,927019809,334917,0,0,1370115,121,0,0,495,0,0,0,0,0,2025,,,
38,Private,156550,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,1444,5948900,342,0,0,2280,-1261901276,1408950,0,0,9393000,81,0,0,540,0,0,0,0,0,3600,,,
25,Private,193051,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,<=50K,625,4826275,325,0,0,875,-1386017063,2509663,0,0,6756785,169,0,0,455,0,0,0,0,0,1225,,,
50,Local-gov,117496,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,30,United-States,>50K,2500,5874800,450,364900,0,1500,920408128,1057464,857485808,0,3524880,81,65682,0,270,53260804,0,218940,0,0,900,,,
35,Private,202950,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Iran,>50K,1225,7103250,315,0,0,1925,-1760970460,1826550,0,0,11162250,81,0,0,495,0,0,0,0,0,3025,,,
44,Self-emp-not-inc,201742,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,>50K,1936,8876648,572,0,106260,2200,2045128900,2622646,0,487206930,10087100,169,0,31395,650,0,0,0,5832225,120750,2500,,,
38,Private,119177,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,1444,4528726,342,0,0,2090,1318255441,1072593,0,0,6554735,81,0,0,495,0,0,0,0,0,3025,,,
34,Self-emp-not-inc,100079,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,55,India,<=50K,1156,3402686,442,0,0,1870,1425871649,1301027,0,0,5504345,169,0,0,715,0,0,0,0,0,3025,,,
62,Private,138157,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,12,United-States,<=50K,3844,8565734,558,0,0,744,1907487465,1243413,0,0,1657884,81,0,0,108,0,0,0,0,0,144,,,
31,Private,187560,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,961,5814360,279,465744,0,1240,819015232,1688040,-1477065856,0,7502400,81,135216,0,360,225720576,0,600960,0,0,1600,,,
42,Private,203554,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,1764,8549268,588,0,0,2520,-1515442044,2849756,0,0,12213240,196,0,0,840,0,0,0,0,0,3600,,,
57,Local-gov,198145,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,14,United-States,>50K,3249,11294265,798,0,0,798,606735361,2774030,0,0,2774030,196,0,0,196,0,0,0,0,0,196,,,
66,Self-emp-not-inc,140456,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,4356,9270096,858,0,0,2640,-1746948544,1825928,0,0,5618240,169,0,0,520,0,0,0,0,0,1600,,,
62,Local-gov,140851,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,3844,8732762,558,0,0,2480,-1635832279,1267659,0,0,5634040,81,0,0,360,0,0,0,0,0,1600,,,
40,Federal-gov,199303,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1600,7972120,480,0,0,1600,1066980145,2391636,0,0,7972120,144,0,0,480,0,0,0,0,0,1600,,,
28,Private,83879,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,784,2348612,252,0,0,1120,-1554247951,754911,0,0,3355160,81,0,0,360,0,0,0,0,0,1600,,,
40,Private,119101,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,1600,4764040,400,207120,0,1600,1300146313,1191010,616704978,0,4764040,100,51780,0,400,26811684,0,207120,0,0,1600,,,
44,Self-emp-not-inc,264740,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1936,11648560,660,0,0,1760,1367790864,3971100,0,0,10589600,225,0,0,600,0,0,0,0,0,1600,,,
37,Private,167415,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,1369,6194355,333,0,0,1850,-2036988847,1506735,0,0,8370750,81,0,0,450,0,0,0,0,0,2500,,,
34,Private,42900,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1156,1458600,442,0,0,1700,1840410000,557700,0,0,2145000,169,0,0,650,0,0,0,0,0,2500,,,
39,Self-emp-not-inc,140752,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,1521,5489328,351,0,0,1950,-1663710976,1266768,0,0,7037600,81,0,0,450,0,0,0,0,0,2500,,,
44,Self-emp-not-inc,70884,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,1936,3118896,396,0,0,2640,729574160,637956,0,0,4253040,81,0,0,540,0,0,0,0,0,3600,,,
21,Private,146499,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,1579,40,United-States,<=50K,441,3076479,231,0,33159,840,-12879479,1611489,0,231321921,5859960,121,0,17369,440,0,0,0,2493241,63160,1600,,,
24,Private,293324,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,576,7039776,216,0,0,960,139623056,2639916,0,0,11732960,81,0,0,360,0,0,0,0,0,1600,,,
27,Private,176683,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K,729,4770441,297,0,0,1620,1152111417,1943513,0,0,10600980,121,0,0,660,0,0,0,0,0,3600,,,
31,Self-emp-not-inc,348038,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,Puerto-Rico,>50K,961,10789178,403,0,58962,1550,871365156,4524494,0,661968276,17401900,169,0,24726,650,0,0,0,3617604,95100,2500,,,
47,Private,193285,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,5013,0,40,United-States,<=50K,2209,9084395,423,235611,0,1880,-1295614439,1739565,968937705,0,7731400,81,45117,0,360,25130169,0,200520,0,0,1600,,,
29,Private,350162,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K,841,10154698,377,0,0,1160,-1940625340,4552106,0,0,14006480,169,0,0,520,0,0,0,0,0,1600,,,
34,Self-emp-not-inc,24961,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K,1156,848674,306,0,0,2720,623051521,224649,0,0,1996880,81,0,0,720,0,0,0,0,0,6400,,,
63,Self-emp-inc,222289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,3969,14004207,567,0,0,2520,-2127208031,2000601,0,0,8891560,81,0,0,360,0,0,0,0,0,1600,,,
60,Private,88055,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,3600,5283300,360,0,0,2400,-836251567,528330,0,0,3522200,36,0,0,240,0,0,0,0,0,1600,,,
57,Private,108741,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,3249,6198237,513,0,0,2280,-1060296807,978669,0,0,4349640,81,0,0,360,0,0,0,0,0,1600,,,
45,State-gov,198660,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,2025,8939700,450,0,0,1800,811089936,1986600,0,0,7946400,100,0,0,400,0,0,0,0,0,1600,,,
41,Private,221947,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K,1681,9099827,410,0,0,2296,2015830553,2219470,0,0,12429032,100,0,0,560,0,0,0,0,0,3136,,,
43,Private,339814,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K,1849,14612002,430,222654,0,1720,-490562396,3398140,1759556892,0,13592560,100,51780,0,400,26811684,0,207120,0,0,1600,,,
43,Private,90582,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,1849,3895026,387,0,0,1720,-384835868,815238,0,0,3623280,81,0,0,360,0,0,0,0,0,1600,,,
35,Private,216711,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1225,7584885,315,0,0,1400,-280982735,1950399,0,0,8668440,81,0,0,360,0,0,0,0,0,1600,,,
52,Private,155983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,2704,8111116,676,0,0,2080,-1439107487,2027779,0,0,6239320,169,0,0,520,0,0,0,0,0,1600,,,
49,Self-emp-not-inc,113513,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,2401,5562137,637,0,0,2450,299281,1475669,0,0,5675650,169,0,0,650,0,0,0,0,0,2500,,,
41,Private,100451,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,38,United-States,>50K,1681,4118491,369,315208,0,1558,1500468809,904059,772267288,0,3817138,81,69192,0,342,59105344,0,292144,0,0,1444,,,
34,Private,141058,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,62,Mexico,<=50K,1156,4795972,340,0,0,2108,-1577477116,1410580,0,0,8745596,100,0,0,620,0,0,0,0,0,3844,,,
30,Private,54608,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K,900,1638240,300,0,0,1440,-1312933632,546080,0,0,2621184,100,0,0,480,0,0,0,0,0,2304,,,
31,Self-emp-not-inc,177675,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,961,5507925,403,0,0,1240,1503634553,2309775,0,0,7107000,169,0,0,520,0,0,0,0,0,1600,,,
32,Private,262153,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,1024,8388896,288,0,0,1280,4718673,2359377,0,0,10486120,81,0,0,360,0,0,0,0,0,1600,,,
36,Federal-gov,343052,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,1296,12349872,324,0,0,1440,1720557712,3087468,0,0,13722080,81,0,0,360,0,0,0,0,0,1600,,,
44,?,136419,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,1936,6002436,264,0,0,1760,1430274377,818514,0,0,5456760,36,0,0,240,0,0,0,0,0,1600,,,
52,Local-gov,152795,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,>50K,2704,7945340,468,0,0,2704,1871475545,1375155,0,0,7945340,81,0,0,468,0,0,0,0,0,2704,,,
40,Private,141245,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Puerto-Rico,<=50K,1600,5649800,520,0,0,1600,-1524686455,1836185,0,0,5649800,169,0,0,520,0,0,0,0,0,1600,,,
27,Private,112754,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,60,United-States,>50K,729,3044358,351,0,40095,1620,-171437372,1465802,0,167439690,6765240,169,0,19305,780,0,0,0,2205225,89100,3600,,,
62,Private,88055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K,3844,5459410,620,0,0,3720,-836251567,880550,0,0,5283300,100,0,0,600,0,0,0,0,0,3600,,,
50,Self-emp-not-inc,203098,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,2500,10154900,650,0,0,1750,-1700875356,2640274,0,0,7108430,169,0,0,455,0,0,0,0,0,1225,,,
41,Local-gov,343079,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,United-States,<=50K,1681,14066239,533,0,71340,820,1739083249,4460027,0,596957460,6861580,169,0,22620,260,0,0,0,3027600,34800,400,,,
66,Self-emp-inc,76212,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,4356,5029992,594,0,0,3300,1513301648,685908,0,0,3810600,81,0,0,450,0,0,0,0,0,2500,,,
50,Local-gov,259377,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K,2500,12968850,700,751200,0,2000,-1443048607,3631278,-398087248,0,10375080,196,210336,0,560,225720576,0,600960,0,0,1600,,,
28,Self-emp-not-inc,183523,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Hungary,<=50K,784,5138644,252,0,0,1400,-679046839,1651707,0,0,9176150,81,0,0,450,0,0,0,0,0,2500,,,
31,Private,298995,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,35,United-States,<=50K,961,9268845,279,0,0,1085,-796303191,2690955,0,0,10464825,81,0,0,315,0,0,0,0,0,1225,,,
29,Private,197932,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,Mexico,>50K,841,5740028,261,0,0,1160,522370960,1781388,0,0,7917280,81,0,0,360,0,0,0,0,0,1600,,,
33,Private,238912,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1089,7884096,528,0,0,1980,1244368896,3822592,0,0,14334720,256,0,0,960,0,0,0,0,0,3600,,,
28,Private,186792,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,784,5230176,364,0,0,1120,531512896,2428296,0,0,7471680,169,0,0,520,0,0,0,0,0,1600,,,
28,Private,174327,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,784,4881156,252,0,0,1400,325131857,1568943,0,0,8716350,81,0,0,450,0,0,0,0,0,2500,,,
46,Private,123598,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,2116,5685508,598,0,0,1840,-1903403580,1606774,0,0,4943920,169,0,0,520,0,0,0,0,0,1600,,,
37,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1369,2879340,481,0,0,1665,1760985104,1011660,0,0,3501900,169,0,0,585,0,0,0,0,0,2025,,,
32,Self-emp-inc,317660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K,1024,10165120,288,246016,0,1280,2123627792,2858940,-1852797216,0,12706400,81,69192,0,360,59105344,0,307520,0,0,1600,,,
42,Private,367533,10th,6,Married-civ-spouse,Craft-repair,Own-child,Other,Male,0,0,43,United-States,>50K,1764,15436386,252,0,0,1806,1936519913,2205198,0,0,15803919,36,0,0,258,0,0,0,0,0,1849,,,
36,Private,61778,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,1296,2224008,360,0,0,2160,-478446012,617780,0,0,3706680,100,0,0,600,0,0,0,0,0,3600,,,
39,Private,297847,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,3411,0,34,United-States,<=50K,1521,11616033,195,133029,0,1326,-1481477807,1489235,1015956117,0,10126798,25,17055,0,170,11634921,0,115974,0,0,1156,,,
43,Federal-gov,222756,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1849,9578508,602,0,0,1720,-1919372016,3118584,0,0,8910240,196,0,0,560,0,0,0,0,0,1600,,,
32,Private,45796,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,1024,1465472,320,0,0,1920,2097273616,457960,0,0,2747760,100,0,0,600,0,0,0,0,0,3600,,,
36,Private,188571,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1296,6788556,324,0,0,1440,1199283673,1697139,0,0,7542840,81,0,0,360,0,0,0,0,0,1600,,,
41,Private,116391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1681,4772031,533,0,0,1640,661962993,1513083,0,0,4655640,169,0,0,520,0,0,0,0,0,1600,,,
38,Private,497788,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1444,18915944,342,0,0,1900,-1315210224,4480092,0,0,24889400,81,0,0,450,0,0,0,0,0,2500,,,
58,Private,312131,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,3364,18103598,812,0,0,2320,-1358486647,4369834,0,0,12485240,196,0,0,560,0,0,0,0,0,1600,,,
18,Private,212370,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K,324,3822660,162,0,0,450,-2143623356,1911330,0,0,5309250,81,0,0,225,0,0,0,0,0,625,,,
39,Self-emp-not-inc,208109,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,1521,8116251,351,0,0,2340,359682921,1872981,0,0,12486540,81,0,0,540,0,0,0,0,0,3600,,,
46,Private,102569,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,>50K,2116,4718174,644,691104,0,2990,1930465169,1435966,1540996656,0,6666985,196,210336,0,910,225720576,0,976560,0,0,4225,,,
23,Private,41721,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,529,959583,253,0,0,1265,1740641841,458931,0,0,2294655,121,0,0,605,0,0,0,0,0,3025,,,
30,Local-gov,83066,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,900,2491980,270,0,0,1200,-1689974236,747594,0,0,3322640,81,0,0,360,0,0,0,0,0,1600,,,
39,Private,175232,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,1521,6834048,390,0,0,1950,641482752,1752320,0,0,8761600,100,0,0,500,0,0,0,0,0,2500,,,
29,Private,133420,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K,841,3869180,290,145377,0,1160,621027216,1334200,668834460,0,5336800,100,50130,0,400,25130169,0,200520,0,0,1600,,,
42,Self-emp-not-inc,217826,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,25,Jamaica,<=50K,1764,9148692,378,0,0,1050,203526020,1960434,0,0,5445650,81,0,0,225,0,0,0,0,0,625,,,
42,Private,184837,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,>50K,1764,7763154,378,306516,0,1680,-195021799,1663533,1348940426,0,7393480,81,65682,0,360,53260804,0,291920,0,0,1600,,,
51,Private,138852,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,2601,7081452,459,0,0,2040,2100008720,1249668,0,0,5554080,81,0,0,360,0,0,0,0,0,1600,,,
38,Private,22245,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1444,845310,418,0,0,1520,494840025,244695,0,0,889800,121,0,0,440,0,0,0,0,0,1600,,,
42,Private,66755,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K,1764,2803710,168,0,0,1680,161262729,267020,0,0,2670200,16,0,0,160,0,0,0,0,0,1600,,,
34,State-gov,118551,Bachelors,13,Married-civ-spouse,Tech-support,Own-child,White,Female,5178,0,25,?,>50K,1156,4030734,442,176052,0,850,1169437713,1541163,613857078,0,2963775,169,67314,0,325,26811684,0,129450,0,0,625,,,
49,Federal-gov,125892,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,2401,6168708,637,0,0,1960,-1331073520,1636596,0,0,5035680,169,0,0,520,0,0,0,0,0,1600,,,
62,?,72486,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,24,China,<=50K,3844,4494132,558,0,0,1488,959252900,652374,0,0,1739664,81,0,0,216,0,0,0,0,0,576,,,
25,Private,344804,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Mexico,<=50K,625,8620100,225,0,0,1250,-1369285872,3103236,0,0,17240200,81,0,0,450,0,0,0,0,0,2500,,,
52,Private,147629,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,2704,7676708,468,0,0,3120,319485161,1328661,0,0,8857740,81,0,0,540,0,0,0,0,0,3600,,,
28,?,389857,HS-grad,9,Married-civ-spouse,?,Other-relative,White,Male,0,0,16,United-States,<=50K,784,10915996,252,0,0,448,1664625089,3508713,0,0,6237712,81,0,0,144,0,0,0,0,0,256,,,
61,Private,229744,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K,3721,14014384,183,0,0,2440,1242697984,689232,0,0,9189760,9,0,0,120,0,0,0,0,0,1600,,,
25,Private,106491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,625,2662275,225,0,0,1200,-1544568807,958419,0,0,5111568,81,0,0,432,0,0,0,0,0,2304,,,
49,Private,218676,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K,2401,10715124,490,0,0,2107,574552720,2186760,0,0,9403068,100,0,0,430,0,0,0,0,0,1849,,,
35,Private,61518,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,1225,2153130,315,0,0,1225,-510502972,553662,0,0,2153130,81,0,0,315,0,0,0,0,0,1225,,,
53,Private,22978,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K,2809,1217834,742,0,0,2650,527988484,321692,0,0,1148900,196,0,0,700,0,0,0,0,0,2500,,,
62,Private,176811,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,3844,10962282,558,0,0,2480,1197358649,1591299,0,0,7072440,81,0,0,360,0,0,0,0,0,1600,,,
38,?,203482,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K,1444,7732316,152,0,0,1710,-1544748636,813928,0,0,9156690,16,0,0,180,0,0,0,0,0,2025,,,
61,Local-gov,176731,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,3721,10780591,549,0,0,2440,1169075289,1590579,0,0,7069240,81,0,0,360,0,0,0,0,0,1600,,,
